segment_L,accession_L,country,admin1,location,latitude,longitude
KM821893|G3151_SLE_2013|Human|Sierra_Leone|2013-06-05,KM821893,SLE,Kenema,Kebawana,7.65,-11.133333
KM821849|G2392_SLE_2012|Human|Sierra_Leone|2012-03-14,KM821849,SLE,Kenema,Patama,NA,NA
KM821901|G3229_SLE_2013|Human|Sierra_Leone|2013-07-13,KM821901,SLE,Kenema,Kenema,7.862212,-11.196247
MG812638|las806827|Human|Sierra_Leone|1977,MG812638,SLE,Kenema,Gondama,NA,NA
KM821805|G1646_SLE_2011|Human|Sierra_Leone|2011-04-13,KM821805,SLE,Kenema,Daabu,NA,NA
KM821803|G1618_SLE_2011|Human|Sierra_Leone|2011-03-26,KM821803,SLE,Kailahun,Segbwema,7.997399,-10.950236
KM821858|G2554_SLE_2012|Human|Sierra_Leone|2012-06-24,KM821858,SLE,Kenema,Kenema,7.862212,-11.196247
AY363906|SL15|Human|SLE|2002,AY363906,SLE,,,NA,NA
KM821786|G733_SLE_2010|Human|Sierra_Leone|2010-01-17,KM821786,SLE,Kenema,Panguma,8.184479,-11.134313
KM821817|G1959_SLE_2011|Human|Sierra_Leone|2011-09-09,KM821817,SLE,Kenema,Kenema,7.862212,-11.196247
KM821881|G3010_SLE_2013|Human|Sierra_Leone|2013-02-05,KM821881,SLE,Kenema,Nyadeyama,8.3188107,-11.3151104
KM822110|LM032_SLE_2010|Mouse|Sierra_Leone|2010,KM822110,SLE,,,NA,NA
KM821829|G2197_SLE_2011|Human|Sierra_Leone|2011-12-04,KM821829,SLE,Kenema,Panguma,8.184479,-11.134313
KM821819|G1960_SLE_2011|Human|Sierra_Leone|2011-09-11,KM821819,SLE,Kenema,Tongo Field,NA,NA
KM821862|G2565_SLE_2012|Human|Sierra_Leone|2012-07-02,KM821862,SLE,Kenema,Tongo Field,NA,NA
KM821813|G1792_SLE_2011|Human|Sierra_Leone|2011-06-17,KM821813,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821776|G610_SLE_2009|Human|Sierra_Leone|2009-08-28,KM821776,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821784|G693_SLE_2009|Human|Sierra_Leone|2010-01-01,KM821784,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821788|G771_SLE_2010|Human|Sierra_Leone|2010-02-08,KM821788,SLE,Kenema,Blama,7.874519,-11.342483
KM821774|G503_SLE_2009|Human|Sierra_Leone|2009-04-30,KM821774,SLE,Kenema,Tongo,8.2188562,-11.0604289
KM821823|G2147_SLE_2011|Human|Sierra_Leone|2011-11-16,KM821823,SLE,Kenema,Tongo Tongola old town,8.21154,-11.05124
KM822125|LM779_SLE_2012|Mouse|Sierra_Leone|2012,KM822125,SLE,,,NA,NA
KM821793|G1180_SLE_2010|Human|Sierra_Leone|2010-09-02,KM821793,SLE,Kenema,Melegohun,NA,NA
KM821772|G502_SLE_2009|Human|Sierra_Leone|2009-04-29,KM821772,SLE,Kenema,Kenema,7.862212,-11.196247
KM821844|G2318_SLE_2012|Human|Sierra_Leone|2012-02-12,KM821844,SLE,Kenema,Ngiehun,8.18,-11.08
KM822123|LM778_SLE_2012|Mouse|Sierra_Leone|2012,KM822123,SLE,,,NA,NA
KM822112|LM222_SLE_2010|Mouse|Sierra_Leone|2010,KM822112,SLE,,,NA,NA
KM821825|G2165_SLE_2011|Human|Sierra_Leone|2011-11-18,KM821825,SLE,Kenema,Panguma,8.184479,-11.134313
KM821827|G2184_SLE_2011|Human|Sierra_Leone|2011-11-26,KM821827,SLE,Bo,Gondama,7.86688,-11.70931
KM822119|LM774_SLE_2012|Mouse|Sierra_Leone|2012,KM822119,SLE,,,NA,NA
KM822121|LM776_SLE_2012|Mouse|Sierra_Leone|2012,KM822121,SLE,,,NA,NA
MN275172|LF2384-NS-DIA-1|Human|SLE|2012,MN275172,SLE,,,NA,NA
KM821898|G3206_SLE_2013|Human|Sierra_Leone|2013-07-01,KM821898,SLE,Kenema,Panguma,8.184479,-11.134313
KM821875|G2903_SLE_2012|Human|Sierra_Leone|2012-10-30,KM821875,SLE,Bo,Gondama,7.86688,-11.70931
KM821842|G2315_SLE_2012|Human|Sierra_Leone|2012-02-10,KM821842,SLE,Kenema,Panguma,8.184479,-11.134313
KM821778|G636_SLE_2009|Human|Sierra_Leone|2009-10-09,KM821778,SLE,Kenema,Kono Gorama,8.38727,-11.0879
KM821791|G808_SLE_2010|Human|Sierra_Leone|2010-02-27,KM821791,SLE,Kenema,Panguma,8.184479,-11.134313
KM821873|G2868_SLE_2012|Human|Sierra_Leone|2012-10-08,KM821873,SLE,Kenema,Kpetema-Brewaya,8.355083,-11.324278
KM822114|LM395_SLE_2009|Mouse|Sierra_Leone|2009,KM822114,SLE,,,NA,NA
KM821831|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19,KM821831,SLE,Kenema,Largo,8.05,-11.11
KM821811|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11,KM821811,SLE,Kenema,Largo,8.05,-11.11
KM821782|G692_SLE_2009|Human|Sierra_Leone|2009-12-31,KM821782,SLE,Kenema,,NA,NA
AY363905|SL620|Human|SLE|2002,AY363905,SLE,,,NA,NA
KM821851|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27,KM821851,SLE,Kenema,Kenema,7.862212,-11.196247
KM821780|G676_SLE_2009|Human|Sierra_Leone|2009-12-09,KM821780,SLE,Kenema,Dodo,8.154893,-11.171735
KM821840|G2295_SLE_2012|Human|Sierra_Leone|2012-01-31,KM821840,SLE,Kenema,Lalehun,8.1978275,-11.0803252
KM821807|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15,KM821807,SLE,Kenema,Kenema,7.862212,-11.196247
KM821883|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14,KM821883,SLE,Kenema,Panguma,8.184479,-11.134313
KM821838|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23,KM821838,SLE,Kenema,Pegama,8.116599,-11.174797
KM821866|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23,KM821866,SLE,Kenema,Kenema,7.862212,-11.196247
KM822131|Z0948_SLE_2011|Mouse|Sierra_Leone|2011,KM822131,SLE,,,NA,NA
KM822129|Z0947_SLE_2011|Mouse|Sierra_Leone|2011,KM822129,SLE,,,NA,NA
KM821809|G1727_SLE_2011|Human|Sierra_Leone|2011-05-31,KM821809,SLE,Kenema,Lalehun,NA,NA
KM821891|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01,KM821891,SLE,Kenema,Panguma,8.184479,-11.134313
KM822116|LM765-SLE-2012Mouse|Sierra_Leone|2012,KM822116,SLE,,,NA,NA
KM821795|G1190_SLE_2010|Human|Sierra_Leone|2010-09-09,KM821795,SLE,Kenema,Melegohun,NA,NA
KM821879|G2944_SLE_2012|Human|Sierra_Leone|2012-12-05,KM821879,SLE,Kenema,Seleima,NA,NA
